feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,label
108.0,8.0,0.0,0.0,0.0,8.0,100.0,0.0,0.0,0.0,0.074074075,0.9259259,0.0,1.0,0.26403207,5.0,5.0,4.0,4.9259257,0.0,678.0,0.7361079,0.0,63.564816,1.0,0
2.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.69312716,4.5,5.0,4.0,4.5,1.0,251.0,0.6931472,0.0,53.0,1.0,0
46.0,13.0,0.0,0.0,1.0,1.0,44.0,0.0,0.0,0.02173913,0.02173913,0.95652175,0.0,0.9782609,0.20895176,5.0,5.0,3.0,4.9347825,0.0,4324.0,2.2457423,0.0,25.391304,1.0,0
7.0,7.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.14285715,0.14285715,0.71428573,0.0,0.85714287,0.79628164,5.0,5.0,3.0,4.571429,0.0,489.0,0.6829081,0.0,25.571428,1.0,0
19.0,4.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.7368421,0.2631579,0.0,1.0,0.57631415,4.0,5.0,4.0,4.263158,0.0,1105.0,1.2968916,0.0,72.89474,1.0,0
154.0,4.0,1.0,5.0,32.0,75.0,41.0,0.0064935065,0.032467533,0.20779221,0.48701298,0.26623377,0.038961038,0.7532467,1.1731441,4.0,5.0,1.0,3.974026,0.0,2041.0,1.7864166,0.0,46.116882,1.0,0
483.0,16.0,3.0,14.0,56.0,149.0,261.0,0.0062111802,0.028985508,0.11594203,0.3084886,0.54037267,0.035196688,0.8488613,1.079366,5.0,5.0,1.0,4.347826,0.0,5180.0,2.4073694,0.0,43.26294,1.0,0
9.0,19.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.11111111,0.0,0.8888889,0.0,0.8888889,0.3488121,5.0,5.0,3.0,4.7777777,0.0,2605.0,1.4270611,0.0,29.333334,1.0,0
25.0,25.0,0.0,0.0,3.0,5.0,17.0,0.0,0.0,0.12,0.2,0.68,0.0,0.88,0.8385397,5.0,5.0,3.0,4.56,0.0,1276.0,1.1109344,0.0,42.52,1.0,0
50.0,10.0,0.0,2.0,6.0,5.0,37.0,0.0,0.04,0.12,0.1,0.74,0.04,0.84,0.83622295,5.0,5.0,2.0,4.54,0.0,4610.0,2.2093117,0.0,53.9,1.0,0
22.0,41.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.13636364,0.8636364,0.0,1.0,0.39828712,5.0,5.0,4.0,4.8636365,0.0,2546.0,1.8585192,0.0,41.363636,1.0,0
2.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.69312716,3.5,5.0,2.0,3.5,0.0,4.0,0.0,0.0,35.0,1.0,0
3.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.6666667,0.33333334,0.0,1.0,0.63649416,4.0,5.0,4.0,4.3333335,0.0,259.0,0.0,0.0,21.0,1.0,0
35.0,11.0,0.0,0.0,8.0,18.0,9.0,0.0,0.0,0.22857143,0.51428574,0.25714287,0.0,0.7714286,1.0285397,4.0,5.0,3.0,4.0285716,0.0,4407.0,1.650618,0.0,54.4,1.0,0
38.0,21.0,0.0,0.0,6.0,26.0,6.0,0.0,0.0,0.15789473,0.68421054,0.15789473,0.0,0.84210527,0.84251344,4.0,5.0,3.0,4.0,0.0,3758.0,2.3857405,0.0,51.55263,1.0,0
6.0,25.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.16666667,0.16666667,0.6666667,0.0,0.8333333,0.8675332,5.0,5.0,3.0,4.5,0.0,547.0,1.0114043,0.0,34.0,1.0,0
23.0,18.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,0.13043478,0.8695652,0.0,1.0,0.38719237,5.0,5.0,4.0,4.869565,0.0,2402.0,1.8625495,0.0,55.652172,1.0,0
4.0,29.0,1.0,0.0,1.0,1.0,1.0,0.25,0.0,0.25,0.25,0.25,0.25,0.5,1.3862543,3.5,5.0,1.0,3.25,0.0,1754.0,0.56233513,0.0,20.75,1.0,0
9.0,10.0,3.0,2.0,0.0,2.0,2.0,0.33333334,0.22222222,0.0,0.22222222,0.22222222,0.5555556,0.44444445,1.3688824,2.0,5.0,1.0,2.7777777,0.0,3686.0,1.4648163,0.0,30.333334,1.0,0
3.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,8.0,0.0,0.0,41.333332,1.0,0
11.0,10.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.09090909,0.45454547,0.45454547,0.0,0.90909094,0.9347399,4.0,5.0,3.0,4.3636365,0.0,2348.0,1.366711,0.0,20.818182,1.0,0
6.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,754.0,1.0114043,0.0,52.333332,1.0,0
3.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.33333334,0.6666667,0.0,1.0,0.63649416,5.0,5.0,4.0,4.6666665,0.0,1017.0,0.6365142,0.0,26.0,1.0,0
15.0,11.0,4.0,0.0,3.0,2.0,6.0,0.26666668,0.0,0.2,0.13333334,0.4,0.26666668,0.53333336,1.3094858,4.0,5.0,1.0,3.4,0.0,3191.0,1.3378607,0.0,41.533333,1.0,0
5.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.2,0.8,0.0,1.0,0.5003824,5.0,5.0,4.0,4.8,0.0,21.0,0.0,0.0,28.2,1.0,0
5.0,11.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.2,0.8,0.0,1.0,0.5003824,5.0,5.0,4.0,4.8,0.0,2363.0,0.95027053,0.0,23.0,1.0,0
7.0,17.0,0.0,1.0,2.0,1.0,3.0,0.0,0.14285715,0.2857143,0.14285715,0.42857143,0.14285715,0.5714286,1.2769942,4.0,5.0,2.0,3.857143,0.0,3659.0,1.2770343,0.0,34.857143,1.0,0
10.0,9.0,1.0,0.0,1.0,3.0,5.0,0.1,0.0,0.1,0.3,0.5,0.1,0.8,1.1682425,4.5,5.0,1.0,4.1,0.0,5011.0,2.0253263,0.0,20.8,1.0,0
1.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,3.0,0.0,0.0,1.0,35.0,1.0,0
110.0,30.0,0.0,5.0,9.0,28.0,68.0,0.0,0.045454547,0.08181818,0.25454545,0.6181818,0.045454547,0.8727273,0.99089074,5.0,5.0,2.0,4.4454546,0.0,2548.0,1.835182,0.0,34.98182,1.0,0
1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,56.0,1.0,0
7.0,13.0,0.0,1.0,1.0,2.0,3.0,0.0,0.14285715,0.14285715,0.2857143,0.42857143,0.14285715,0.71428573,1.2769942,4.0,5.0,2.0,4.0,0.0,1197.0,1.0789922,0.0,41.42857,1.0,0
454.0,27.0,2.0,2.0,9.0,12.0,429.0,0.004405286,0.004405286,0.019823788,0.026431719,0.9449339,0.008810572,0.97136563,0.2750263,5.0,5.0,1.0,4.903084,0.0,1602.0,1.044498,0.0,38.19163,1.0,0
2.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,536.0,0.6931472,0.0,13.0,1.0,0
7.0,12.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.14285715,0.85714287,0.0,1.0,0.41009632,5.0,5.0,4.0,4.857143,0.0,2259.0,1.549826,0.0,17.714285,1.0,0
64.0,18.0,0.0,0.0,4.0,30.0,30.0,0.0,0.0,0.0625,0.46875,0.46875,0.0,0.9375,0.8835871,4.0,5.0,3.0,4.40625,0.0,4688.0,2.3485918,0.0,27.28125,1.0,0
9.0,5.0,0.0,1.0,0.0,1.0,7.0,0.0,0.11111111,0.0,0.11111111,0.7777778,0.11111111,0.8888889,0.6837089,5.0,5.0,2.0,4.5555553,0.0,3528.0,1.8891592,0.0,33.77778,1.0,0
22.0,14.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,2400.0,1.7955058,0.0,20.0,1.0,0
3.0,14.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.6666667,0.33333334,0.0,1.0,0.63649416,4.0,5.0,4.0,4.3333335,0.0,1896.0,1.0986123,0.0,40.0,1.0,0
3.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.33333334,0.6666667,0.0,1.0,0.63649416,5.0,5.0,4.0,4.6666665,0.0,52.0,0.0,0.0,19.0,1.0,0
55.0,11.0,0.0,0.0,2.0,12.0,41.0,0.0,0.0,0.036363635,0.21818182,0.74545455,0.0,0.96363634,0.6716372,5.0,5.0,3.0,4.7090907,0.0,2712.0,1.9810934,0.0,46.01818,1.0,0
42.0,13.0,0.0,0.0,1.0,6.0,35.0,0.0,0.0,0.023809524,0.14285715,0.8333333,0.0,0.97619045,0.51888394,5.0,5.0,3.0,4.8095236,0.0,550.0,0.7026587,0.0,9.119047,1.0,0
21.0,8.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.47619048,0.52380955,0.0,1.0,0.69199294,5.0,5.0,4.0,4.5238094,0.0,2409.0,1.1126446,0.0,25.666666,-1.0,0
7.0,25.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.14285715,0.85714287,0.0,1.0,0.41009632,5.0,5.0,4.0,4.857143,0.0,2228.0,1.2770343,0.0,46.285713,1.0,0
11.0,36.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.45454547,0.54545456,0.0,1.0,0.6889892,5.0,5.0,4.0,4.5454545,0.0,2247.0,1.7201935,0.0,30.09091,1.0,0
7.0,21.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.14285715,0.71428573,0.14285715,0.0,0.85714287,0.79628164,4.0,5.0,3.0,4.0,0.0,4501.0,1.4750763,0.0,23.857143,1.0,0
5.0,10.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.2,0.0,0.8,0.0,0.8,0.5003824,5.0,5.0,3.0,4.6,0.0,719.0,0.50040245,0.0,17.0,1.0,0
2.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,6.0,0.0,0.0,39.5,1.0,0
3.0,18.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.6666667,0.33333334,0.0,1.0,0.63649416,4.0,5.0,4.0,4.3333335,0.0,165.0,0.0,0.0,29.666666,-1.0,0
9.0,6.0,0.0,2.0,2.0,4.0,1.0,0.0,0.22222222,0.22222222,0.44444445,0.11111111,0.22222222,0.5555556,1.2729883,4.0,5.0,2.0,3.4444444,0.0,3737.0,1.8891592,0.0,24.11111,1.0,0
1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,41.0,1.0,0
2.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,459.0,0.6931472,0.0,29.0,1.0,0
12.0,11.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.083333336,0.0,0.9166667,0.0,0.9166667,0.28681597,5.0,5.0,3.0,4.8333335,0.0,2497.0,1.632631,0.0,34.25,1.0,0
18.0,30.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.3888889,0.6111111,0.0,1.0,0.6682285,5.0,5.0,4.0,4.611111,0.0,242.0,0.5297062,0.0,33.77778,1.0,0
5.0,15.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.2,0.8,0.0,1.0,0.5003824,5.0,5.0,4.0,4.8,0.0,2554.0,0.67301166,0.0,27.8,1.0,0
11.0,10.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.09090909,0.90909094,0.0,1.0,0.3046161,5.0,5.0,4.0,4.909091,0.0,1308.0,0.88557416,0.0,37.636364,1.0,0
7.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,1324.0,1.549826,0.0,51.714287,1.0,0
2.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,4989.0,0.6931472,0.0,28.5,1.0,0
30.0,9.0,0.0,0.0,1.0,3.0,26.0,0.0,0.0,0.033333335,0.1,0.8666667,0.0,0.96666664,0.4676225,5.0,5.0,3.0,4.8333335,0.0,2921.0,1.1860306,0.0,43.066666,1.0,0
19.0,33.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.57894737,0.42105263,0.0,1.0,0.68060946,4.0,5.0,4.0,4.4210525,0.0,4814.0,1.6595892,0.0,20.947369,1.0,0
6.0,11.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.16666667,0.8333333,0.0,1.0,0.4505412,5.0,5.0,4.0,4.8333335,0.0,586.0,0.6931472,0.0,27.0,1.0,0
5.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,1874.0,1.3321791,0.0,33.4,1.0,0
135.0,14.0,2.0,1.0,11.0,12.0,109.0,0.014814815,0.0074074073,0.08148148,0.08888889,0.8074074,0.022222223,0.8962963,0.69086224,5.0,5.0,1.0,4.6666665,0.0,2510.0,1.8671575,0.0,28.42963,1.0,0
3.0,16.0,0.0,1.0,0.0,0.0,2.0,0.0,0.33333334,0.0,0.0,0.6666667,0.33333334,0.6666667,0.63649416,5.0,5.0,2.0,4.0,0.0,124.0,0.0,0.0,47.333332,1.0,0
114.0,14.0,0.0,0.0,0.0,26.0,88.0,0.0,0.0,0.0,0.22807017,0.7719298,0.0,1.0,0.536914,5.0,5.0,4.0,4.7719297,0.0,4050.0,2.3061092,0.0,37.982456,1.0,0
7.0,10.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.14285715,0.2857143,0.5714286,0.0,0.85714287,0.9556699,5.0,5.0,3.0,4.428571,0.0,1723.0,1.0042424,0.0,29.142857,1.0,0
6.0,26.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.16666667,0.8333333,0.0,1.0,0.4505412,5.0,5.0,4.0,4.8333335,0.0,1995.0,1.0114043,0.0,32.833332,1.0,0
2.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,159.0,0.6931472,0.0,50.5,1.0,0
17.0,27.0,0.0,0.0,3.0,2.0,12.0,0.0,0.0,0.1764706,0.11764706,0.7058824,0.0,0.8235294,0.8037121,5.0,5.0,3.0,4.529412,0.0,509.0,0.6914161,0.0,26.411764,1.0,0
17.0,37.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.1764706,0.8235294,0.0,1.0,0.46597925,5.0,5.0,4.0,4.8235292,0.0,3118.0,1.4868952,0.0,34.882355,1.0,0
2.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,252.0,0.6931472,0.0,34.5,1.0,0
8.0,27.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.125,0.125,0.75,0.0,0.875,0.73559195,5.0,5.0,3.0,4.625,0.0,3921.0,1.4941752,0.0,37.0,1.0,0
5.0,15.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.2,0.8,0.0,1.0,0.5003824,5.0,5.0,4.0,4.8,0.0,2699.0,0.95027053,0.0,36.0,1.0,0
4.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,2185.0,1.0397208,0.0,20.25,1.0,0
8.0,11.0,1.0,0.0,0.0,2.0,5.0,0.125,0.0,0.0,0.25,0.625,0.125,0.875,0.90022606,5.0,5.0,1.0,4.25,0.0,2863.0,1.732868,0.0,34.0,1.0,0
3.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.33333334,0.33333334,0.33333334,0.0,0.6666667,1.0985823,4.0,5.0,3.0,4.0,0.0,145.0,0.6365142,0.0,33.333332,1.0,0
3.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.6666667,0.33333334,0.0,1.0,0.63649416,4.0,5.0,4.0,4.3333335,0.0,2195.0,1.0986123,0.0,22.0,1.0,0
1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,7.0,1.0,0
10.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,2332.0,1.4708085,0.0,46.2,1.0,0
5.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,284.0,0.50040245,0.0,10.6,1.0,0
7.0,20.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.5714286,0.42857143,0.0,1.0,0.6828881,4.0,5.0,4.0,4.428571,0.0,2565.0,1.9459101,0.0,29.0,1.0,0
1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,62.0,1.0,0
13.0,19.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.15384616,0.84615386,0.0,1.0,0.42930302,5.0,5.0,4.0,4.8461537,0.0,983.0,1.0123309,0.0,37.153847,1.0,0
8.0,8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.125,0.875,0.0,1.0,0.37675017,5.0,5.0,4.0,4.875,0.0,202.0,0.0,0.0,32.625,1.0,0
1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,38.0,1.0,0
25.0,25.0,0.0,0.0,1.0,1.0,23.0,0.0,0.0,0.04,0.04,0.92,0.0,0.96,0.33419114,5.0,5.0,3.0,4.88,0.0,2615.0,1.3993464,0.0,31.32,1.0,0
4.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.25,0.0,0.75,0.0,0.75,0.56231517,5.0,5.0,3.0,4.5,0.0,3215.0,1.3862944,0.0,32.25,1.0,0
1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-9.99995e-06,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,17.0,1.0,0
3.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,33.0,0.0,0.0,28.0,1.0,0
12.0,11.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.083333336,0.9166667,0.0,1.0,0.28681597,5.0,5.0,4.0,4.9166665,0.0,2674.0,1.5832585,0.0,34.333332,1.0,0
2.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,1.0,19.0,0.0,0.0,50.5,1.0,0
14.0,8.0,0.0,0.0,1.0,2.0,11.0,0.0,0.0,0.071428575,0.14285715,0.78571427,0.0,0.9285714,0.6559457,5.0,5.0,3.0,4.714286,0.0,2437.0,1.3013055,0.0,31.642857,1.0,0
37.0,13.0,0.0,0.0,2.0,8.0,27.0,0.0,0.0,0.054054055,0.21621622,0.7297297,0.0,0.9459459,0.71874136,5.0,5.0,3.0,4.675676,0.0,775.0,0.66511774,0.0,28.81081,1.0,0
6.0,32.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.69312716,4.5,5.0,4.0,4.5,0.0,3755.0,1.5607104,0.0,28.666666,1.0,0
59.0,18.0,1.0,4.0,21.0,19.0,14.0,0.016949153,0.06779661,0.3559322,0.3220339,0.23728813,0.084745765,0.55932206,1.3254317,4.0,5.0,1.0,3.6949153,0.0,3747.0,2.2033875,0.0,78.94915,1.0,0
8.0,16.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.125,0.875,0.0,1.0,0.37675017,5.0,5.0,4.0,4.875,0.0,3820.0,1.9061548,0.0,32.5,1.0,0
15.0,48.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.13333334,0.8666667,0.0,1.0,0.39265448,5.0,5.0,4.0,4.866667,0.0,4978.0,1.9867316,0.0,30.2,1.0,0
5.0,15.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.2,0.4,0.4,0.0,0.8,1.0548902,4.0,5.0,3.0,4.2,0.0,2402.0,1.3321791,0.0,33.2,1.0,0
77.0,12.0,0.0,4.0,6.0,41.0,26.0,0.0,0.051948052,0.077922076,0.53246754,0.33766234,0.051948052,0.8701299,1.0546395,4.0,5.0,2.0,4.155844,0.0,3734.0,1.9460737,0.0,45.12987,1.0,0
5.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,937.0,1.3321791,0.0,33.4,1.0,0
7.0,23.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.85714287,0.14285715,0.0,1.0,0.41009632,4.0,5.0,4.0,4.142857,0.0,2930.0,1.2770343,0.0,38.0,1.0,0
3.0,12.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.6666667,0.0,0.33333334,0.0,0.33333334,0.63649416,3.0,5.0,3.0,3.6666667,0.0,4736.0,1.0986123,0.0,26.666666,1.0,0
67.0,42.0,0.0,0.0,1.0,22.0,44.0,0.0,0.0,0.014925373,0.3283582,0.6567164,0.0,0.98507464,0.704554,5.0,5.0,3.0,4.641791,0.0,3030.0,1.9215451,0.0,32.313435,1.0,0
33.0,9.0,0.0,0.0,4.0,24.0,5.0,0.0,0.0,0.121212125,0.72727275,0.15151516,0.0,0.8787879,0.7732758,4.0,5.0,3.0,4.030303,0.0,3042.0,2.0790439,0.0,37.878788,1.0,0
32.0,9.0,0.0,0.0,2.0,2.0,28.0,0.0,0.0,0.0625,0.0625,0.875,0.0,0.9375,0.46338356,5.0,5.0,3.0,4.8125,0.0,3459.0,1.6162442,0.0,69.75,1.0,0
36.0,11.0,0.0,4.0,2.0,6.0,24.0,0.0,0.11111111,0.055555556,0.16666667,0.6666667,0.11111111,0.8333333,0.9736089,5.0,5.0,2.0,4.388889,0.0,1297.0,1.4383825,0.0,49.0,1.0,0
4.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,48.0,0.0,0.0,16.75,1.0,0
16.0,32.0,0.0,1.0,0.0,3.0,12.0,0.0,0.0625,0.0,0.1875,0.75,0.0625,0.9375,0.7028889,5.0,5.0,2.0,4.625,0.0,1686.0,1.3208884,0.0,25.9375,1.0,0
37.0,18.0,0.0,0.0,1.0,5.0,31.0,0.0,0.0,0.027027028,0.13513513,0.8378378,0.0,0.972973,0.5162719,5.0,5.0,3.0,4.810811,0.0,1644.0,1.4490978,0.0,53.216217,1.0,0
4.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.25,0.75,0.0,1.0,0.56231517,5.0,5.0,4.0,4.75,0.0,951.0,1.0397208,0.0,25.0,1.0,0
3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.33333334,0.6666667,0.0,1.0,0.63649416,5.0,5.0,4.0,4.6666665,0.0,228.0,0.6365142,0.0,40.0,1.0,0
12.0,15.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.083333336,0.5,0.41666666,0.0,0.9166667,0.9183978,4.0,5.0,3.0,4.3333335,0.0,2635.0,1.820076,0.0,39.833332,1.0,0
3.0,27.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,16.0,0.0,0.0,45.333332,1.0,0
8.0,15.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.375,0.625,0.0,1.0,0.66154325,5.0,5.0,4.0,4.625,0.0,443.0,0.6615632,0.0,38.875,1.0,0
13.0,35.0,0.0,1.0,2.0,3.0,7.0,0.0,0.07692308,0.15384616,0.23076923,0.53846157,0.07692308,0.7692308,1.1569476,5.0,5.0,2.0,4.230769,0.0,2588.0,1.4180694,0.0,20.615385,1.0,0
5.0,16.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.4,0.6,0.0,1.0,0.6729917,5.0,5.0,4.0,4.6,0.0,2226.0,0.95027053,0.0,39.8,1.0,0
7.0,29.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.14285715,0.42857143,0.42857143,0.0,0.85714287,1.0042125,4.0,5.0,3.0,4.285714,0.0,1796.0,1.153742,0.0,30.285715,1.0,0
4.0,34.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.25,0.25,0.5,0.0,0.75,1.0396907,4.5,5.0,3.0,4.25,0.0,2424.0,1.3862944,0.0,42.0,1.0,0
15.0,8.0,0.0,1.0,0.0,2.0,12.0,0.0,0.06666667,0.0,0.13333334,0.8,0.06666667,0.93333334,0.62767524,5.0,5.0,2.0,4.6666665,0.0,3683.0,1.8762736,0.0,34.133335,1.0,0
19.0,20.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.47368422,0.5263158,0.0,1.0,0.6917415,5.0,5.0,4.0,4.5263157,0.0,3513.0,1.6162825,0.0,27.578947,1.0,0
19.0,14.0,0.0,2.0,0.0,1.0,16.0,0.0,0.10526316,0.0,0.05263158,0.84210527,0.10526316,0.8947368,0.53663456,5.0,5.0,2.0,4.631579,0.0,2108.0,1.6356931,0.0,32.05263,1.0,0
72.0,16.0,0.0,3.0,20.0,25.0,24.0,0.0,0.041666668,0.2777778,0.3472222,0.33333334,0.041666668,0.6805556,1.2216862,4.0,5.0,2.0,3.9722223,0.0,3596.0,2.208898,0.0,45.84722,1.0,0
20.0,15.0,0.0,2.0,1.0,6.0,11.0,0.0,0.1,0.05,0.3,0.55,0.1,0.85,1.0700073,5.0,5.0,2.0,4.3,0.0,3134.0,1.9730014,0.0,51.65,1.0,0
